category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	fdr
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	1.0	0.9710544479165575	0	13	1.0
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND	1.0	0.9707221341180187	0	13	1.0
GO_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN	1.0	0.9769587644865592	0	11	1.0
GO_DETECTION_OF_OTHER_ORGANISM	1.0	0.9702131548498181	0	14	1.0
GO_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	1.0	0.9487198740211219	0	24	1.0
GO_DETECTION_OF_TEMPERATURE_STIMULUS	1.0	0.9584937887988177	0	20	1.0
GO_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	1.0	0.9667015564792193	0	16	1.0
GO_DETECTION_OF_VIRUS	1.0	0.9863263977998254	0	6	1.0
GO_DETECTION_OF_VISIBLE_LIGHT	1.0	0.8749263836934413	0	62	1.0
GO_DETERMINATION_OF_ADULT_LIFESPAN	1.0	0.9628600441373114	0	17	1.0
GO_DETERMINATION_OF_DIGESTIVE_TRACT_LEFT_RIGHT_ASYMMETRY	1.0	0.984240542165592	0	7	1.0
GO_DETERMINATION_OF_DORSAL_VENTRAL_ASYMMETRY	1.0	0.9792324371760446	0	10	1.0
GO_DETERMINATION_OF_HEART_LEFT_RIGHT_ASYMMETRY	1.0	0.8571385442378484	0	70	1.0
GO_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY_IN_LATERAL_MESODERM	1.0	0.9833997629598195	0	8	1.0
GO_DETERMINATION_OF_LIVER_LEFT_RIGHT_ASYMMETRY	1.0	0.9864756321688467	0	6	1.0
GO_DETERMINATION_OF_PANCREATIC_LEFT_RIGHT_ASYMMETRY	1.0	0.9887529562311927	0	5	1.0
GO_DETOXIFICATION_OF_INORGANIC_COMPOUND	1.0	0.9774901381546119	0	17	1.0
GO_DETOXIFICATION_OF_NITROGEN_COMPOUND	1.0	0.9899688667719307	0	5	1.0
GO_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS	1.0	0.7987426064772214	0	102	1.0
GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	1.0	0.6171953690649581	0	221	1.0
GO_DEVELOPMENT_OF_SECONDARY_FEMALE_SEXUAL_CHARACTERISTICS	1.0	0.9870667449113265	0	6	1.0
GO_DEVELOPMENT_OF_SECONDARY_SEXUAL_CHARACTERISTICS	1.0	0.9833511687755404	0	8	1.0
GO_DEVELOPMENTAL_CELL_GROWTH	1.0	0.600116662163825	0	233	1.0
GO_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	1.0	0.5906891535880836	0	233	1.0
GO_DEVELOPMENTAL_INDUCTION	1.0	0.9275037424665097	0	34	1.0
GO_DEVELOPMENTAL_MATURATION	1.0	0.5426674166162582	0	279	1.0
GO_DIACYLGLYCEROL_METABOLIC_PROCESS	1.0	0.9523883885757528	0	22	1.0
GO_DIADENOSINE_POLYPHOSPHATE_METABOLIC_PROCESS	1.0	0.9889163831719564	0	5	1.0
GO_DIAPEDESIS	1.0	0.9859353785669365	0	6	1.0
GO_DIAPHRAGM_DEVELOPMENT	1.0	0.9804099816736385	0	9	1.0
GO_DICARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	1.0	0.9705267362906586	0	14	1.0
GO_DICARBOXYLIC_ACID_CATABOLIC_PROCESS	1.0	0.9640175419482645	0	17	1.0
GO_DICARBOXYLIC_ACID_METABOLIC_PROCESS	1.0	0.8145965463119376	0	95	1.0
GO_DICHOTOMOUS_SUBDIVISION_OF_AN_EPITHELIAL_TERMINAL_UNIT	1.0	0.9776652603713115	0	10	1.0
GO_DICHOTOMOUS_SUBDIVISION_OF_TERMINAL_UNITS_INVOLVED_IN_SALIVARY_GLAND_BRANCHING	1.0	0.9882517235018017	0	5	1.0
GO_DIET_INDUCED_THERMOGENESIS	1.0	0.9753294210225039	0	12	1.0
GO_DIGESTIVE_SYSTEM_PROCESS	1.0	0.8130412160907214	0	99	1.0
GO_DIOL_METABOLIC_PROCESS	1.0	0.9541534773479479	0	22	1.0
GO_DIPEPTIDE_TRANSMEMBRANE_TRANSPORT	1.0	0.988782261465314	0	5	1.0
GO_DIRECT_OSSIFICATION	1.0	0.9866033286120888	0	6	1.0
GO_DISACCHARIDE_BIOSYNTHETIC_PROCESS	1.0	0.9903693991032435	0	5	1.0
GO_DISACCHARIDE_METABOLIC_PROCESS	1.0	0.97700083128313	0	11	1.0
GO_DISRUPTION_BY_HOST_OF_SYMBIONT_CELLS	1.0	0.9760947928828605	0	14	1.0
GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	1.0	0.9701681817720881	0	17	1.0
GO_DISTAL_CONVOLUTED_TUBULE_DEVELOPMENT	1.0	0.9887300580614161	0	5	1.0
GO_DISTAL_TUBULE_DEVELOPMENT	1.0	0.9722343221216171	0	12	1.0
GO_DITERPENOID_BIOSYNTHETIC_PROCESS	1.0	0.9798421940400904	0	10	1.0
GO_DIVALENT_INORGANIC_ANION_HOMEOSTASIS	1.0	0.9739412876453866	0	12	1.0
GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	1.0	0.3259650097067081	0	524	1.0
GO_DNA_BIOSYNTHETIC_PROCESS	1.0	0.6632600709632106	0	188	1.0
GO_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC	1.0	0.9873418533407471	0	6	1.0
GO_DNA_CONFORMATION_CHANGE	1.0	0.5801283741870663	0	249	1.0
GO_DNA_CYTOSINE_DEAMINATION	1.0	0.9808196730764255	0	10	1.0
GO_DNA_DAMAGE_INDUCED_PROTEIN_PHOSPHORYLATION	1.0	0.9824426929102235	0	8	1.0
GO_DNA_DAMAGE_RESPONSE_DETECTION_OF_DNA_DAMAGE	1.0	0.923517901287204	0	38	1.0
GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	1.0	0.7951547380019676	0	106	1.0
GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION	1.0	0.9629357746730892	0	18	1.0
GO_DNA_DEALKYLATION	1.0	0.9332112913994378	0	33	1.0
GO_DNA_DEALKYLATION_INVOLVED_IN_DNA_REPAIR	1.0	0.979568213218345	0	10	1.0
GO_DNA_DEAMINATION	1.0	0.9738259706403499	0	14	1.0
GO_DNA_DEMETHYLATION	1.0	0.9450481163674579	0	27	1.0
GO_DNA_DEPENDENT_DNA_REPLICATION	1.0	0.7256200385862895	0	146	1.0
GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	1.0	0.9112033422825453	0	42	1.0
GO_DNA_DOUBLE_STRAND_BREAK_PROCESSING	1.0	0.9462604204668227	0	25	1.0
GO_DNA_ENDOREDUPLICATION	1.0	0.9888752243447382	0	5	1.0
GO_DNA_GEOMETRIC_CHANGE	1.0	0.7769969252239209	0	113	1.0
GO_DNA_INTEGRATION	1.0	0.9762971009500688	0	11	1.0
GO_DNA_INTEGRITY_CHECKPOINT	1.0	0.7088670344963192	0	157	1.0
GO_DNA_LIGATION	1.0	0.9648074486062965	0	17	1.0
GO_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR	1.0	0.9840163262167229	0	8	1.0
GO_DNA_METHYLATION	1.0	0.8610476551569869	0	70	1.0
GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	1.0	0.9570193085347937	0	20	1.0
GO_DNA_METHYLATION_ON_CYTOSINE	1.0	0.9892346199546548	0	5	1.0
GO_DNA_METHYLATION_OR_DEMETHYLATION	1.0	0.8204306695679396	0	93	1.0
GO_DNA_MODIFICATION	1.0	0.7849672298016104	0	115	1.0
GO_DNA_PACKAGING	1.0	0.7448373807362603	0	138	1.0
GO_DNA_PROTECTION	1.0	0.9913854223960913	0	5	1.0
GO_DNA_REPAIR_COMPLEX_ASSEMBLY	1.0	0.9897854797235791	0	5	1.0
GO_DNA_REPLICATION_CHECKPOINT	1.0	0.9660615627830733	0	16	1.0
GO_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION	1.0	0.9825234649451751	0	8	1.0
GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION	1.0	0.9210171696213547	0	39	1.0
GO_DNA_REPLICATION_INITIATION	1.0	0.9224236283260676	0	37	1.0
GO_DNA_REPLICATION_SYNTHESIS_OF_RNA_PRIMER	1.0	0.9892390111314757	0	5	1.0
GO_DNA_STRAND_ELONGATION	1.0	0.9481576400084323	0	24	1.0
GO_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION	1.0	0.9636671241897615	0	17	1.0
GO_DNA_STRAND_RENATURATION	1.0	0.9818920856335593	0	8	1.0
GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR	1.0	0.8977682624591048	0	51	1.0
GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	1.0	0.7882982289681884	0	111	1.0
GO_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	1.0	0.5999640494418699	0	234	1.0
GO_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	1.0	0.854344878470339	0	75	1.0
GO_DNA_TOPOLOGICAL_CHANGE	1.0	0.9800810559050018	0	9	1.0
GO_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION	1.0	0.9672953015556285	0	15	1.0
GO_DOLICHOL_METABOLIC_PROCESS	1.0	0.9897017067728393	0	5	1.0
GO_DOLICHYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	1.0	0.9847099668482051	0	7	1.0
GO_DOPAMINE_BIOSYNTHETIC_PROCESS	1.0	0.9744242456884713	0	12	1.0
GO_DOPAMINE_METABOLIC_PROCESS	1.0	0.9166599943922458	0	40	1.0
GO_DOPAMINE_TRANSPORT	1.0	0.8969891624093426	0	51	1.0
GO_DOPAMINERGIC_NEURON_AXON_GUIDANCE	1.0	0.987908134796231	0	5	1.0
GO_DORSAL_AORTA_DEVELOPMENT	1.0	0.9798091438956948	0	9	1.0
GO_DORSAL_ROOT_GANGLION_DEVELOPMENT	1.0	0.9840751268041572	0	7	1.0
GO_DORSAL_SPINAL_CORD_DEVELOPMENT	1.0	0.95368214387653	0	22	1.0
GO_DORSAL_VENTRAL_AXIS_SPECIFICATION	1.0	0.9757257254637506	0	11	1.0
GO_DOSAGE_COMPENSATION	1.0	0.9639044598550663	0	16	1.0
GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION	1.0	0.9760277610141853	0	11	1.0
GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_CLASSICAL_NONHOMOLOGOUS_END_JOINING	1.0	0.9864401159435414	0	6	1.0
GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_SINGLE_STRAND_ANNEALING	1.0	0.985786373724061	0	7	1.0
GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_SYNTHESIS_DEPENDENT_STRAND_ANNEALING	1.0	0.9853578681862135	0	7	1.0
GO_DRINKING_BEHAVIOR	1.0	0.9798916318356844	0	10	1.0
GO_DSRNA_TRANSPORT	1.0	0.9888005720752958	0	5	1.0
GO_DUCTUS_ARTERIOSUS_CLOSURE	1.0	0.9887227854309332	0	5	1.0
GO_EARLY_ENDOSOME_TO_GOLGI_TRANSPORT	1.0	0.9817328066014096	0	8	1.0
GO_EATING_BEHAVIOR	1.0	0.9388204302620846	0	32	1.0
GO_ECTODERM_DEVELOPMENT	1.0	0.953274946831991	0	22	1.0
GO_ECTODERMAL_CELL_DIFFERENTIATION	1.0	0.9834218469575301	0	8	1.0
GO_ECTODERMAL_PLACODE_DEVELOPMENT	1.0	0.9712480649233991	0	13	1.0
GO_ECTOPIC_GERM_CELL_PROGRAMMED_CELL_DEATH	1.0	0.9848908283470574	0	7	1.0
GO_EGG_ACTIVATION	1.0	0.9893357101304739	0	5	1.0
GO_EIF2ALPHA_PHOSPHORYLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	1.0	0.9863453715997045	0	6	1.0
GO_ELASTIC_FIBER_ASSEMBLY	1.0	0.9796084689895975	0	9	1.0
GO_ELASTIN_CATABOLIC_PROCESS	1.0	0.9932524741321487	0	5	1.0
GO_ELASTIN_METABOLIC_PROCESS	1.0	0.9842356040836349	0	9	1.0
GO_ELECTRON_TRANSPORT_CHAIN	1.0	0.7298791578840549	0	171	1.0
GO_EMBRYO_IMPLANTATION	1.0	0.9023017358984371	0	50	1.0
GO_EMBRYONIC_AXIS_SPECIFICATION	1.0	0.9248602845533617	0	36	1.0
GO_EMBRYONIC_BODY_MORPHOGENESIS	1.0	0.9749815094800844	0	11	1.0
GO_EMBRYONIC_BRAIN_DEVELOPMENT	1.0	0.971085792465805	0	13	1.0
GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	1.0	0.9190112820034602	0	37	1.0
GO_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION	1.0	0.9727238436536896	0	12	1.0
GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	1.0	0.9415010790962453	0	26	1.0
GO_EMBRYONIC_CLEAVAGE	1.0	0.9862847130393385	0	6	1.0
GO_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS	1.0	0.9018159354670351	0	46	1.0
GO_EMBRYONIC_DIGESTIVE_TRACT_MORPHOGENESIS	1.0	0.9621535373950154	0	18	1.0
GO_EMBRYONIC_EYE_MORPHOGENESIS	1.0	0.9251329671846786	0	34	1.0
GO_EMBRYONIC_FORELIMB_MORPHOGENESIS	1.0	0.9300175880485329	0	33	1.0
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	1.0	0.8380943835640131	0	80	1.0
GO_EMBRYONIC_HEMOPOIESIS	1.0	0.9541918998028937	0	21	1.0
GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	1.0	0.9406003477629991	0	28	1.0
GO_EMBRYONIC_NEUROCRANIUM_MORPHOGENESIS	1.0	0.9840021467370609	0	7	1.0
GO_EMBRYONIC_PATTERN_SPECIFICATION	1.0	0.8725315151764393	0	62	1.0
GO_EMBRYONIC_PLACENTA_DEVELOPMENT	1.0	0.8234540611046831	0	88	1.0
GO_EMBRYONIC_PLACENTA_MORPHOGENESIS	1.0	0.9459866373702575	0	25	1.0
GO_EMBRYONIC_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY	1.0	0.9872043064089392	0	6	1.0
GO_EMBRYONIC_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	1.0	0.9838206669862433	0	7	1.0
GO_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT	1.0	0.9698027706041562	0	14	1.0
GO_EMBRYONIC_SKELETAL_JOINT_MORPHOGENESIS	1.0	0.976342170920524	0	11	1.0
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	1.0	0.7568455938465296	0	127	1.0
GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	1.0	0.8138910262787349	0	94	1.0
GO_EMBRYONIC_VISCEROCRANIUM_MORPHOGENESIS	1.0	0.9755383020667628	0	11	1.0
GO_ENAMEL_MINERALIZATION	1.0	0.9639410896387501	0	17	1.0
GO_ENDOCARDIAL_CELL_DIFFERENTIATION	1.0	0.9806541789994053	0	9	1.0
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT	1.0	0.903562621634536	0	45	1.0
GO_ENDOCARDIAL_CUSHION_FORMATION	1.0	0.9476772459275523	0	24	1.0
GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS	1.0	0.9244269696218431	0	35	1.0
GO_ENDOCARDIUM_DEVELOPMENT	1.0	0.9697293372968343	0	14	1.0
GO_ENDOCARDIUM_MORPHOGENESIS	1.0	0.9867524114717927	0	6	1.0
GO_ENDOCHONDRAL_BONE_MORPHOGENESIS	1.0	0.849498528775361	0	73	1.0
GO_ENDOCRINE_HORMONE_SECRETION	1.0	0.9086679483512758	0	46	1.0
GO_ENDOCRINE_PANCREAS_DEVELOPMENT	1.0	0.90635134956518	0	45	1.0
GO_ENDOCYTIC_RECYCLING	1.0	0.9032417404085662	0	45	1.0
GO_ENDODERM_DEVELOPMENT	1.0	0.8440838043844235	0	75	1.0
GO_ENDODERM_FORMATION	1.0	0.8929619888803287	0	50	1.0
GO_ENDODERMAL_CELL_FATE_COMMITMENT	1.0	0.9677154014169767	0	15	1.0
GO_ENDODERMAL_CELL_FATE_SPECIFICATION	1.0	0.9831980709811213	0	8	1.0
GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION	1.0	0.38013918289242327	0	432	1.0
GO_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	1.0	0.9887557370782128	0	5	1.0
GO_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	1.0	0.9857165173217743	0	7	1.0
GO_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING	1.0	0.9789587879294028	0	10	1.0
GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	1.0	0.9516523793648924	0	23	1.0
GO_ENDOPLASMIC_RETICULUM_LOCALIZATION	1.0	0.9819616272204855	0	8	1.0
GO_ENDOPLASMIC_RETICULUM_MANNOSE_TRIMMING	1.0	0.9666460746419816	0	15	1.0
GO_ENDOPLASMIC_RETICULUM_ORGANIZATION	1.0	0.8857984654147673	0	54	1.0
GO_ENDOPLASMIC_RETICULUM_PLASMA_MEMBRANE_TETHERING	1.0	0.9867836752436467	0	6	1.0
GO_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT	1.0	0.9419298910073062	0	28	1.0
GO_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	1.0	0.6397706465437898	0	205	1.0
GO_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION	1.0	0.964063346963498	0	16	1.0
GO_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1.0	0.7710653887120108	0	120	1.0
GO_ENDOSOMAL_VESICLE_FUSION	1.0	0.9796996698575325	0	9	1.0
GO_ENDOSOME_ORGANIZATION	1.0	0.840818489122532	0	79	1.0
GO_ENDOSOME_TO_LYSOSOME_TRANSPORT	1.0	0.8902581274816246	0	52	1.0
GO_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	1.0	0.9846047750525316	0	7	1.0
GO_ENDOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	1.0	0.9482389791760661	0	25	1.0
GO_ENDOTHELIAL_CELL_ACTIVATION	1.0	0.9766367356137777	0	12	1.0
GO_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	1.0	0.8847279067723507	0	64	1.0
GO_ENDOTHELIAL_CELL_CHEMOTAXIS	1.0	0.941499387594994	0	30	1.0
GO_ENDOTHELIAL_CELL_DEVELOPMENT	1.0	0.8768250953185535	0	59	1.0
GO_ENDOTHELIAL_CELL_FATE_COMMITMENT	1.0	0.9839331225860787	0	7	1.0
GO_ENDOTHELIAL_CELL_MATRIX_ADHESION	1.0	0.9893623300314486	0	6	1.0
GO_ENDOTHELIAL_CELL_MORPHOGENESIS	1.0	0.9740371425385768	0	12	1.0
GO_ENDOTHELIAL_CELL_PROLIFERATION	1.0	0.7090396928637271	0	191	1.0
GO_ENDOTHELIUM_DEVELOPMENT	1.0	0.7569984928026239	0	133	1.0
GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	1.0	0.587834711663092	0	265	1.0
GO_ENERGY_HOMEOSTASIS	1.0	0.9266868291542327	0	34	1.0
GO_ENERGY_RESERVE_METABOLIC_PROCESS	1.0	0.8297076215686333	0	85	1.0
GO_ENGULFMENT_OF_APOPTOTIC_CELL	1.0	0.9638887896165205	0	17	1.0
GO_ENSHEATHMENT_OF_NEURONS	1.0	0.7370123801299836	0	137	1.0
GO_ENTERIC_NERVOUS_SYSTEM_DEVELOPMENT	1.0	0.973321357894624	0	12	1.0
GO_ENTEROENDOCRINE_CELL_DIFFERENTIATION	1.0	0.9415503812273145	0	27	1.0
GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK	1.0	0.944107725183135	0	26	1.0
GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK_BY_PHOTOPERIOD	1.0	0.9569107652235929	0	20	1.0
GO_ENTRY_INTO_HOST	1.0	0.748399486790962	0	133	1.0
GO_ENTRY_OF_BACTERIUM_INTO_HOST_CELL	1.0	0.966338917501991	0	15	1.0
GO_ENUCLEATE_ERYTHROCYTE_DIFFERENTIATION	1.0	0.9828103884888206	0	8	1.0
GO_EOSINOPHIL_ACTIVATION	1.0	0.9857712631874511	0	7	1.0
GO_EOSINOPHIL_CHEMOTAXIS	1.0	0.9666004087264906	0	21	1.0
GO_EOSINOPHIL_DIFFERENTIATION	1.0	0.9904093675578648	0	5	1.0
GO_EOSINOPHIL_MIGRATION	1.0	0.9580627517448583	0	25	1.0
GO_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	1.0	0.8252957009002833	0	86	1.0
GO_EPIBOLY	1.0	0.9340026735126732	0	31	1.0
GO_EPIDERMAL_CELL_DIFFERENTIATION	1.0	0.5091887848341429	0	352	1.0
GO_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.0	0.7683243702028697	0	120	1.0
GO_EPIDERMIS_MORPHOGENESIS	1.0	0.9370863200952826	0	30	1.0
GO_EPINEPHRINE_TRANSPORT	1.0	0.9859835892129718	0	7	1.0
GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	1.0	0.7985852243785962	0	111	1.0
GO_EPITHELIAL_CELL_CELL_ADHESION	1.0	0.9687846842737196	0	14	1.0
GO_EPITHELIAL_CELL_DEVELOPMENT	1.0	0.6285974595509527	0	207	1.0
GO_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1.0	0.901254038492187	0	46	1.0
GO_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT	1.0	0.9726368152838144	0	12	1.0
GO_EPITHELIAL_CELL_FATE_COMMITMENT	1.0	0.9666997911720017	0	15	1.0
GO_EPITHELIAL_CELL_MATURATION	1.0	0.9671598702668844	0	15	1.0
GO_EPITHELIAL_CELL_MORPHOGENESIS	1.0	0.9291422568602146	0	33	1.0
GO_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS	1.0	0.9756932110808333	0	11	1.0
GO_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT	1.0	0.9765879449121935	0	11	1.0
GO_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS	1.0	0.9904172770012045	0	5	1.0
GO_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY	1.0	0.9774221490690225	0	10	1.0
GO_EPITHELIAL_FLUID_TRANSPORT	1.0	0.9826912013681718	0	8	1.0
GO_EPITHELIAL_MESENCHYMAL_CELL_SIGNALING	1.0	0.9874250380642137	0	6	1.0
GO_EPITHELIAL_STRUCTURE_MAINTENANCE	1.0	0.9425325446545976	0	28	1.0
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1.0	0.7405784790772182	0	141	1.0
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION	1.0	0.9631850892929895	0	17	1.0
GO_EQUILIBRIOCEPTION	1.0	0.9841183176883826	0	7	1.0
GO_ER_ASSOCIATED_MISFOLDED_PROTEIN_CATABOLIC_PROCESS	1.0	0.9766348618917766	0	11	1.0
GO_ER_NUCLEUS_SIGNALING_PATHWAY	1.0	0.9046659658313373	0	46	1.0
GO_ER_OVERLOAD_RESPONSE	1.0	0.9741927719934691	0	12	1.0
GO_ER_TO_GOLGI_CERAMIDE_TRANSPORT	1.0	0.9911571951868389	0	4	1.0
GO_ERAD_PATHWAY	1.0	0.8068923508197805	0	98	1.0
GO_ERBB_SIGNALING_PATHWAY	1.0	0.7290118600698084	0	143	1.0
GO_ERBB2_SIGNALING_PATHWAY	1.0	0.9295917380922025	0	32	1.0
GO_ERGOSTEROL_METABOLIC_PROCESS	1.0	0.9896043788103414	0	5	1.0
GO_ERK1_AND_ERK2_CASCADE	1.0	0.5265546728348233	0	312	1.0
GO_ERROR_FREE_TRANSLESION_SYNTHESIS	1.0	0.9584467099290207	0	20	1.0
GO_ERROR_PRONE_TRANSLESION_SYNTHESIS	1.0	0.958546895398136	0	20	1.0
GO_ERYTHROCYTE_DEVELOPMENT	1.0	0.9306764487098365	0	33	1.0
GO_ERYTHROCYTE_HOMEOSTASIS	1.0	0.7710168549430702	0	122	1.0
GO_ERYTHROCYTE_MATURATION	1.0	0.968111720734457	0	15	1.0
GO_ESCRT_COMPLEX_DISASSEMBLY	1.0	0.9785799028934506	0	10	1.0
GO_ESTABLISHMENT_OF_BLOOD_BRAIN_BARRIER	1.0	0.9743097556351763	0	12	1.0
GO_ESTABLISHMENT_OF_CELL_POLARITY	1.0	0.7340793883301613	0	138	1.0
GO_ESTABLISHMENT_OF_CENTROSOME_LOCALIZATION	1.0	0.9799945053097424	0	9	1.0
GO_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER	1.0	0.9075315068619252	0	43	1.0
GO_ESTABLISHMENT_OF_ENDOTHELIAL_BLOOD_BRAIN_BARRIER	1.0	0.9894230201286299	0	5	1.0
GO_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER	1.0	0.9768114882297793	0	10	1.0
GO_ESTABLISHMENT_OF_EPITHELIAL_CELL_APICAL_BASAL_POLARITY	1.0	0.969618669099675	0	14	1.0
GO_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY	1.0	0.9371941268130313	0	29	1.0
GO_ESTABLISHMENT_OF_GOLGI_LOCALIZATION	1.0	0.9826819721240238	0	8	1.0
GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL	1.0	0.3043313787020434	0	536	1.0
GO_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY	1.0	0.9766795140967152	0	11	1.0
GO_ESTABLISHMENT_OF_MEIOTIC_SPINDLE_LOCALIZATION	1.0	0.9891182445782097	0	5	1.0
GO_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	1.0	0.9486807547797346	0	24	1.0
GO_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION	1.0	0.9260505648803445	0	35	1.0
GO_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	1.0	0.4074748062258977	0	404	1.0
GO_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION	1.0	0.948195739067606	0	24	1.0
